show_id,type,title,director,cast,country,date_added,release_year,rating,duration,description,year_added,month_added,genre,ISO
s7225,Movie,koshish,gulzar,"sanjeev kumar, jaya bhaduri, asrani, seema, om shivpuri, dina pathak",India,2019-12-31,1972,TV-14,115 min,A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.,2019,December,International Movies,IND
s7226,Movie,kraftidioten,hans petter moland,"stellan skarsgård, pål sverre hagen, bruno ganz, hildegun riise, peter andersson, birgitte hjort sørensen, jakob oftebro, anders baasmo christiansen, jon øigarden, gard b. eidsvold, kristofer hivju, birgitte hjort sorensen, stellan skarsgard",Norway,2017-01-05,2014,TV-MA,117 min,"When he sets out to avenge his son's murder, mild-mannered snowplow driver Nils sparks a war between a Norwegian mobster and his Serbian rival.",2017,January,Comedies,NOR
s7227,Movie,krish trish and baltiboy,unknown,"damandeep singh baggan, smita malhotra, baba sehgal",Unknown,2017-09-08,2009,TV-Y7,58 min,"A team of minstrels, including a monkey, cat and donkey, narrate folktales from the Indian regions of Rajasthan, Kerala and Punjab.",2017,September,Children & Family Movies,Unknown
s7228,Movie,krish trish and baltiboy: battle of wits,"munjal shroff, tilak shetty","damandeep singh baggan, smita malhotra, baba sehgal, deepak chachra",Unknown,2017-09-08,2013,TV-Y7,62 min,"An artisan is cheated of his payment, a lion of his throne and a brother of his inheritance in these three stories of deception and justice.",2017,September,Children & Family Movies,Unknown
s7229,Movie,krish trish and baltiboy: best friends forever,"munjal shroff, tilak shetty","damandeep singh baggan, smita malhotra, deepak chachra",Unknown,2017-09-08,2016,TV-Y,65 min,"A cat, monkey and donkey team up to narrate folktales about friendship from Northeast India, and the Indian regions of Bihar and Rajasthan.",2017,September,Children & Family Movies,Unknown
s7230,Movie,krish trish and baltiboy: comics of india,tilak shetty,"damandeep singh baggan, smita malhotra, baba sehgal",Unknown,2017-09-08,2012,TV-Y7,61 min,"In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister.",2017,September,Children & Family Movies,Unknown
s7231,Movie,krish trish and baltiboy: face your fears,tilak shetty,"tarun ratnani, smita malhotra, deepak chachra",India,2017-11-17,2017,TV-Y7,65 min,"In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying.",2017,November,Children & Family Movies,IND
s7232,Movie,krish trish and baltiboy: oversmartness never pays,tilak shetty,"rishi gambhir, smita malhotra, deepak chachra",Unknown,2017-09-08,2017,TV-Y7,65 min,"A cat, monkey and donkey learn the consequences of cheating through stories from the Indian regions of Rajasthan, West Bengal and Maharashtra.",2017,September,Children & Family Movies,Unknown
s7233,Movie,krish trish and baltiboy: part ii,unknown,"damandeep singh baggan, smita malhotra, baba sehgal",Unknown,2017-09-08,2010,TV-Y7,58 min,"Animal minstrels narrate stories about a monkey's friendship with a crocodile, two monkeys' foolishness and a villager's encounter with a demon.",2017,September,Children & Family Movies,Unknown
s7234,Movie,krish trish and baltiboy: the greatest trick,"munjal shroff, tilak shetty","damandeep singh baggan, smita malhotra, baba sehgal",Unknown,2017-09-08,2013,TV-Y7,60 min,"The consequences of trickery are explored in stories involving an inconsiderate husband, two greedy courtiers, and a kind man who loses everything.",2017,September,Children & Family Movies,Unknown
s7235,Movie,krisha,trey edward shults,"krisha fairchild, alex dobrenko, robyn fairchild, chris doubek, victoria fairchild, bryan casserly, chase joliet, atheena frizzell, augustine frizzell, bill wise, olivia grace applegate, trey edward shults",United States,2018-11-07,2015,R,81 min,"After 10 years away from her family, Krisha returns for Thanksgiving, but bitter grudges and troubling addictions threaten to ruin the event.",2018,November,Dramas,USA
s7236,TV Show,krishna balram,unknown,"vatsal dubey, julie tejwani, rupa bhimani, jigna bhardwaj, arun shekher, sanchit wartak, sharda agnihotri, ashok sonawane, joy mukherjee",Unknown,2019-07-08,2019,TV-Y7,1 Season,"From playing pranks to destroying demons, Lord Krishna and brother Balaram's lives in Vrindavan are action-packed in this mythological series.",2019,July,Kids' TV,Unknown
s7237,Movie,kristy,oliver blackburn,"haley bennett, ashley greene, erica ash, lucas till, chris coy, al vicente, wayne pére, jon arthur, mike seal",United States,2015-10-31,2013,NR,85 min,"Opting to stay on campus over the Thanksgiving holiday, coed Justine and a handful of friends find their break violently disrupted by a sadistic gang.",2015,October,Horror Movies,USA
s7238,Movie,krystal,william h. macy,"rosario dawson, nick robinson, jacob latimore, grant gustin, william h. macy, kathy bates, felicity huffman, william fichtner, t.i., rick fox, amy parrish",United States,2019-01-01,2017,R,93 min,A kid with a heart condition falls for an ex-stripper with a lot of baggage and joins her Alcoholics Anonymous group to catch her attention.,2019,January,Comedies,USA
s7239,Movie,kuldip patwal: i didn't do it!,remy kohli,"deepak dobriyal, gulshan devaiah, raima sen, parvin dabas, anurag arora, jameel khan, priyanka setia",India,2019-12-31,2017,TV-MA,126 min,"Accused of killing a politician, a local grocer’s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident.",2019,December,Dramas,IND
s7240,Movie,kung fu hustle,stephen chow,"stephen chow, yuen wah, yuen qiu, lam chi-chung, dong zhihua, chiu chi-ling, xing yu, danny chan kwok-kwan, leung siu-lung",Hong Kong,2020-04-01,2004,R,99 min,"Sing, a mobster in 1940s China, longs to be as cool as the formally clad Axe Gang, a band of killers who rule Hong Kong, but can only pretend.",2020,April,Action & Adventure,HKG
s7241,Movie,kung fu magoo,andrés couturier,"dylan sprouse, cole sprouse, alyson stoner, tom kenny, chris parnell, rodger bumpass, maile flanagan, wally wingert, candi milo, jim ward",Mexico,2018-08-01,2010,TV-Y7,79 min,"Shortsighted curmudgeon Mr. Magoo and his young nephew, Justin, fight such nefarious foes as kung fu villains, robot spiders and teenage mutants.",2018,August,Children & Family Movies,MEX
s7242,Movie,kung fu panda: holiday,tim johnson,"jack black, angelina jolie, dustin hoffman, jackie chan, seth rogen, lucy liu, david cross, james hong, dan fogler",United States,2012-12-01,2010,TV-PG,26 min,"As preparations for the Winter Feast build, Po is caught between his obligations as the Dragon Warrior and his family holiday traditions.",2012,December,Children & Family Movies,USA
s7243,Movie,kung fu yoga,stanley tong,"jackie chan, disha patani, amyra dastur, sonu sood, aarif rahman, miya muqi, zhang yixing, eric tsang",China,2017-10-06,2017,TV-PG,107 min,Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.,2017,October,Action & Adventure,CHN
s7244,Movie,kuppivala,suresh pillai,"nandu, kochu preman, jayakrishnan, mohan ayroor, m.r. gopakumar, shanawas, adoor ajayan, dinesh panicker",Unknown,2018-08-01,2017,TV-14,133 min,A young woman talented at traditional dance finds her life changed when her love for a man clashes with the wishes of her father.,2018,August,Dramas,Unknown
s7245,Movie,kurt & courtney,nick broomfield,"kurt cobain, courtney love",United Kingdom,2019-01-08,1998,R,95 min,"This film charts Nirvana's Kurt Cobain's rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death.",2019,January,Documentaries,GBR
s7246,TV Show,kurt seyit & sura,unknown,"kıvanç tatlıtuğ, farah zeynep abdullah, fahriye evcen, ushan çakır, birkan sokullu",Turkey,2016-12-26,2014,TV-14,1 Season,A Turkish lieutenant and the daughter of Russian nobles fight for their love against forces of family and social expectation and historical events.,2016,December,International TV Shows,TUR
s7247,Movie,kurtulus son durak,yusuf pirhasan,"belçim bilgin, demet akbağ, asuman dabak, ayten soykök, damla sönmez, mete horozoğlu, ahmet mümtaz taylan, yavuz bingöl, hüseyin soysalan, tolga karaçelik, nihal yalçın",Turkey,2017-03-10,2012,TV-MA,100 min,"When a recently single psychologist moves to a new neighborhood, she finds friendship with women starting to rebel against years of domestic abuse.",2017,March,Comedies,TUR
s7248,Movie,kya kehna,kundan shah,"preity zinta, saif ali khan, anupam kher, farida jalal, chandrachur singh",India,2018-04-01,2000,TV-PG,149 min,A young university student's world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.,2018,April,Dramas,IND
s7249,Movie,kygo: live at the hollywood bowl,devin chanda,kygo,United States,2018-03-12,2017,TV-MA,52 min,Join Norwegian electronic music superstar Kygo onstage and behind the scenes as he performs at the famed L.A. venue with a bevy of special guests.,2018,March,Music & Musicals,USA
s7250,Movie,kyun! ho gaya na,samir karnik,"aishwarya rai bachchan, vivek oberoi, amitabh bachchan, om puri, rati agnihotri, sunil shetty, tinnu anand, rahul singh",India,2018-03-01,2004,TV-PG,165 min,"Cinematic lovebirds Aishwarya Rai and Vivek Oberoi star in this love story about a sweet young girl, Diya, brought up by her widowed father on a coffee plantation in the village of Coorg.",2018,March,International Movies,IND
s7251,Movie,la última fiesta,"leandro mark, nicolás silbert","nicolás vázquez, alan sabbagh, benjamín amadeo, eva de dominici, césar bordón, julian kartun, paula carruega, luciano rossi, ezequiel campa",Argentina,2017-02-01,2016,TV-MA,104 min,Three best buddies are thrown into a wild chase for a priceless painting that was stolen from a house they used to throw a huge party.,2017,February,Comedies,ARG
s7252,Movie,la 92,"daniel lindsay, t.j. martin",unknown,United States,2018-03-01,2017,R,114 min,Previously unseen footage is shaped into a fresh and timely retelling of the 1992 Rodney King trial – and the verdict that sparked civil unrest.,2018,March,Documentaries,USA
s7253,Movie,la bamba,luis valdez,"lou diamond phillips, esai morales, rosanna desoto, elizabeth peña, danielle von zerneck, joe pantoliano, rick dees, marshall crenshaw, howard huntsberry, brian setzer",United States,2020-01-01,1987,PG-13,109 min,"The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.",2020,January,Classic Movies,USA
s7254,Movie,la coppia dei campioni,giulio base,"massimo boldi, massimiliano tortora, anna maria barbera, massimo ceccherini, pia lanciotti, flora canto",Italy,2017-02-15,2016,TV-MA,88 min,"After winning a shared trip to a soccer match, two colleagues who hold opposite world views find they're stuck traveling together for the duration.",2017,February,Comedies,ITA
s7256,TV Show,la femme,unknown,"zoe tay, ann kok, tiffany leong, tay ping hui, yao wenlong, shaun chen, paige chua, nat ho, desmond sim",Unknown,2017-10-16,2016,TV-14,1 Season,"Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse.",2017,October,International TV Shows,Unknown
s7257,TV Show,la piloto,unknown,"livia brito, juan eduardo colucho, arap bethke, maría fernanda yépes, alejandro nones, maría de la fuente, verónica montes, natasha domínguez, maría fernanda garcía, mauricio aspe, stephanie salas, tommy vasquez, macarena achaga",Mexico,2018-04-02,2017,TV-MA,1 Season,"Dreaming her whole life of becoming a pilot, Yolanda finds work as a flight attendant, unaware she'll soon be thrust into a drug smuggling operation.",2018,April,Crime TV Shows,MEX
s7258,TV Show,la rosa de guadalupe,unknown,"milia nader, francisco avendaño, diego lara, sandra itzel, marisol del olmo, aleyda gallardo, gerardo murguía, roxana saucedo, emmanuel orenday, maru dueñas",Mexico,2019-01-15,2010,TV-PG,1 Season,"This series responds to the need to believe in miracles, dreams, love stories and happy endings, with positive characters.",2019,January,Classic & Cult TV,MEX
s7259,TV Show,la viuda negra,alejandro lozano,"ana serradilla, julián román, ramiro meneses, juan pablo gamboa, eileen moreno, luis alfredo velasco, margarita reyes, alexander gil, luis roberto guzmán, raúl méndez",Colombia,2019-01-15,2016,TV-14,1 Season,"Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.",2019,January,Crime TV Shows,COL
s7260,Movie,laal rang,syed ahmad afzal,"randeep hooda, piaa bajpai, jaihind kumar, akshay oberoi, rajneesh duggal, ashutosh kaushik, meenakshi dixit, shreya narayan, rajendra sethi",India,2018-03-01,2016,TV-14,143 min,"Eager for cash, Rajesh joins his friend Shankar's blood-theft operation. As Rajesh's greed grows and the cops close in, Shankar is poised to explode.",2018,March,Dramas,IND
s7261,Movie,laddaland,sopon sukdapisit,"saharat sangkapreecha, pok piyatida woramusik, sutatta udomsilp, athipich chutiwatkajornchai, deuntem salitul, sahajak boonthanakit",Thailand,2018-09-07,2011,TV-MA,112 min,"When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity.",2018,September,Horror Movies,THA
s7262,Movie,lady bloodfight,chris nahon,"amy johnston, muriel hofmann, jenny wu, kathy wu, jet tranter, mayling ng",Hong Kong,2017-08-05,2016,R,101 min,An American travels to Hong Kong in hopes of winning a lucrative – but potentially deadly – all-female underground fighting tournament.,2017,August,Action & Adventure,HKG
s7263,Movie,lady in the water,m. night shyamalan,"paul giamatti, bryce dallas howard, jeffrey wright, bob balaban, sarita choudhury, cindy cheung, m. night shyamalan, freddy rodríguez, bill irwin, mary beth hurt",United States,2019-07-01,2006,PG-13,110 min,"When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.",2019,July,Sci-Fi & Fantasy,USA
s7264,Movie,lady-like,unknown,"allie gallerani, beverly d'angelo, olivia luccardi, stephanie simbari, nick clark, brian wiles",United States,2019-01-18,2018,NC-17,83 min,"After she pushes her best friend Kort to date a handsome transfer student, college student Allie is left to tackle adulthood on her own.",2019,January,Comedies,USA
s7265,TV Show,"lady, la vendedora de rosas",unknown,"natalia reyes, michelle orozco, majida issa, ernesto benjumea, viña machado, carlos mariño, alberto cardeño, fabio restrepo, juan pablo barragán, maria jose vargas",Colombia,2018-04-01,2015,TV-14,1 Season,"This series tells the life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.",2018,April,International TV Shows,COL
s7266,Movie,lalbaug parel: zali mumbai sonyachi,mahesh manjrekar,"sachin khedekar, seema biswas, ankush chaudhari, satish kaushik, siddarth jadhav, shashank shende, sameer dharmadhikari, karan patel, veena jamkar, kashmira shah",India,2018-03-15,2010,TV-MA,145 min,Industrial workers struggle against the greed of their employers and the apathy of the government toward the conditions in which they live and work.,2018,March,Dramas,IND
s7267,TV Show,land girls,unknown,"becci gemmell, susan cookson, mark benton, mykola allen, sophie ward, jo woodcock, seline hizli, liam boyle, danny webb, nicholas shaw, carolyn pickles, david schofield, summer strallen, christine bottomley",United Kingdom,2017-08-01,2011,TV-14,3 Seasons,"Follow the lives, loves, highs and lows of four members of the Women's Land Army who are working at the Hoxley Estate during WWII.",2017,August,British TV Shows,GBR
s7268,Movie,larceny,r. ellis frazier,"dolph lundgren, corbin bernsen, louis mandylor, isaac c. singleton jr., jocelyn osorio, eddie j. fernandez, david fernandez jr., mauricio mendoza, steven dell, luis gatica",United States,2017-09-15,2017,TV-14,87 min,An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money.,2017,September,Action & Adventure,USA
s7269,TV Show,last,unknown,"kye-sang yoon, beom-su lee, ye-ji seo, won-sang park, ye-jin park, hyung-jin gong, jong-jun jeong, se-ha ahn, jae-yee goo, yong-woo lee",South Korea,2017-05-22,2015,TV-14,1 Season,"When his big stock plan fails, a hotshot fund manager winds up homeless and must learn the secret ranking system of the street in order to survive.",2017,May,Crime TV Shows,KOR
s7270,Movie,last ferry,jaki bradley,"ramón o. torres, sheldon best, myles clohessy, larry owens, gabriel sloyer",United States,2020-03-11,2019,TV-MA,86 min,"Seeking romance and friendship, a young gay lawyer travels to Fire Island in the off-season and is soon on the run after witnessing a murder.",2020,March,Dramas,USA
s7271,Movie,last knights,kazuaki kiriya,"clive owen, morgan freeman, cliff curtis, aksel hennie, peyman moaadi, ayelet zurer, shohreh aghdashloo, tsuyoshi ihara, ahn sung-kee",United Kingdom,2019-08-01,2015,R,115 min,A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.,2019,August,Action & Adventure,GBR
s7272,Movie,last night,massy tadjedin,"keira knightley, sam worthington, guillaume canet, eva mendes, griffin dunne, anson mount, stephanie romanov, scott adsit, daniel eric gold",United States,2019-01-01,2010,R,93 min,"During an evening apart, married couple Joanna and Michael encounter tempting opportunities to cheat on each other with sexy acquaintances.",2019,January,Dramas,USA
s7273,Movie,le k benzema,"damien piscarel, florent bodin",karim benzema,France,2018-05-01,2017,TV-14,121 min,"After a blackmailing scandal and being sidelined from the French national team, Real Madrid forward Karim Benzema tells his side of the story.",2018,May,Documentaries,FRA
s7274,Movie,le serment des hitler,emmanuel amara,unknown,France,2019-05-01,2014,TV-PG,54 min,This documentary retraces the footsteps of Adolf Hitler's mysterious nephew and explores what became of the Hitler family line.,2019,May,Documentaries,FRA
s7275,Movie,leap year,anand tucker,"amy adams, matthew goode, adam scott, john lithgow, noel o'donovan, tony rohr, pat laffan, alan devlin, ian mcelhinney, dominique mcelligott",United States,2019-11-15,2010,PG,100 min,"Anna chooses February 29 to propose marriage to her boyfriend, but after meeting a charming innkeeper, she must evaluate her original plans.",2019,November,Comedies,USA
s7276,Movie,leapfrog: letter factory,roy allen smith,"joey camen, marie danielle, mark cacciatore, dave fennoy, debi derryberry",United States,2020-04-15,2003,TV-Y,37 min,"In this entertaining installment of the wildly popular early-learning series, Professor Quigley, Leap, Lily and Tad arrive at the magical Letter Factory, where jumbles of sounds are miraculously shaped into letters.",2020,April,Children & Family Movies,USA
s7277,Movie,leapfrog: numberland,ron myrick,"jeannie elias, kat feller, sandy fox, cindy robinson, richard rosenblatt",United States,2020-04-15,2011,TV-Y,33 min,"With transport support from their magic car, Axel, the LeapFrog pets make a new friend named Max, who helps them learn counting skills in Numberland.",2020,April,Movies,USA
s7278,Movie,leapfrog: phonics farm,ron myrick,"jeannie elias, kat feller, sandy fox, cindy robinson, richard rosenblatt",United States,2020-04-15,2011,TV-Y,35 min,Scout takes a magical trip to a farm where an alligator and other friendly critters teach him all about sounding out the letters of the alphabet.,2020,April,Movies,USA
s7279,Movie,"leapfrog: sing-along, read-along",ron myrick,"julie maddalena, cindy robinson",Unknown,2020-04-15,2011,TV-Y,32 min,"Using rhythm and rhymes, a funky band and a colorful cast of characters help make reading, sounding out vowels and building words easy and fun!",2020,April,Children & Family Movies,Unknown
s7280,TV Show,learning time with timmy,unknown,saskia portway,United Kingdom,2020-05-15,2018,TV-Y,1 Season,Colorful characters and edutaining activities help make learning English fun in this series geared toward youngsters.,2020,May,British TV Shows,GBR
s7281,Movie,lechmi,b.n. shajeer sha,"parvathy ratheesh, biju sopanam, sethulekshmi amma, molly angamaly",India,2018-08-01,2017,TV-MA,147 min,"The spirit of a murdered woman contacts four bachelors, enlisting their help to find her killer.",2018,August,Comedies,IND
s7282,Movie,left behind,vic armstrong,"nicolas cage, chad michael murray, cassi thomson, nicky whelan, jordin sparks, lea thompson, gary grubbs, quinton aaron",United States,2018-12-26,2014,PG-13,110 min,"After millions of people on Earth suddenly disappear, a pilot flying a plane stuck at 30,000 feet must find a way to ensure the passengers' survival.",2018,December,Action & Adventure,USA
s7283,Movie,legend of the guardians: the owls of ga'hoole,zack snyder,"helen mirren, geoffrey rush, jim sturgess, hugo weaving, emily barclay, abbie cornish, ryan kwanten, anthony lapaglia, miriam margolyes, sam neill",United States,2020-01-01,2010,PG,97 min,"Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier.",2020,January,Children & Family Movies,USA
s7284,Movie,legend of the naga pearls,yang lei,"darren wang, zhang tianai, sheng guansen, simon yam, wang xun, zhao jian, xing yu, hu bing, he sui, luxia jiang",China,2018-03-30,2017,TV-MA,108 min,"A petty thief teams up with two bickering accomplices to safeguard a powerful relic and save humankind from a tribe of vengeful, winged humanoids.",2018,March,Action & Adventure,CHN
s7285,Movie,legendary weapons of china,chia-liang liu,"gordon liu, chia yung liu, hou hsiao, chia-liang liu, tiet wo chu, sheng fu, kara hui",Hong Kong,2018-08-16,1982,TV-14,101 min,"Three assassins – magician Lei Ying, hit man Tieh Hon and kung fu master Ti Tan – are sent to Yunnan by their clan leader to bring to justice another clan member who betrayed the tribe.",2018,August,Action & Adventure,HKG
s7286,TV Show,legends of strength,unknown,"eugen sandow, apollon",United States,2019-01-18,2017,TV-PG,1 Season,"From a circus entertainer to a grip master, meet the bodybuilding heroes who defied physical limits and redefined the meaning of strength.",2019,January,Docuseries,USA
s7287,Movie,legion,scott stewart,"paul bettany, lucas black, tyrese gibson, adrianne palicki, charles s. dutton, jon tenney, kevin durand, willa holland, kate walsh, dennis quaid, jeanette miller, cameron harlow, doug jones, josh stamberg, yancey arias",United States,2019-11-01,2010,R,100 min,A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,2019,November,Action & Adventure,USA
s7288,TV Show,lego friends,unknown,"elisa schnebelie, raquel christiana, lucia vecchio, karen strassman, michelle ruff, sam riegel",Unknown,2019-02-01,2017,TV-G,3 Seasons,"As a way to make friends, new girl in town Olivia volunteers to work at the Heartlake City World Petacular with four other girls.",2019,February,Kids' TV,Unknown
s7289,TV Show,lego friends: girls on a mission,"andrew tan, stephen murray","jasmine st. clair, allegra clark, rosamund marks, faye mata, kira buckland, david roach, bradley venable",Denmark,2019-02-01,2018,TV-Y,1 Season,"Five best friends put their teamwork, wits and courage to the test when they take on a mission to protect Heartlake City from bad people.",2019,February,Kids' TV,DNK
s7290,Movie,lego house - home of the brick,"anders falck, stinus morell vithner",bjarke ingels,Unknown,2018-06-15,2018,TV-G,48 min,"In Billund, Denmark, a nearly 130,000-square-foot house is constructed with 25 million Lego bricks, capturing the awe of kids of all ages.",2018,June,Documentaries,Unknown
s7291,Movie,lego ninjago: masters of spinjitzu: day of the departed,unknown,unknown,Denmark,2019-02-01,2016,TV-Y7-FV,44 min,Cole finds himself trapped in Yang's temple after accidentally releasing a host of villainous spirits that the Ninja must defeat.,2019,February,Action & Adventure,DNK
s7292,TV Show,leo & tig,unknown,"agniya kuznetsova, alexandra ursulyak, dmitriy nazarov, diomid vinogradov, elena shulman, kseniya kutepova",Unknown,2018-08-20,2017,TV-Y,1 Season,Spunky leopard cub Leo and his loyal tiger pal Tig team up for fun and adventure as they explore the forest and learn about ancient legends.,2018,August,Kids' TV,Unknown
s7293,Movie,leo the lion,mario cambi,"daniel amerman, john cygan, matthew mercer, amanda allan, porter hansen, debi derryberry, mari devon, eileen galindo, cole sand",United States,2015-12-20,2013,TV-Y7-FV,78 min,"Eschewing the carnivorous ways of his fellow lions, maverick Leo follows a vegetarian diet – causing the other lions to shun him.",2015,December,Children & Family Movies,USA
s7294,Movie,"les bleus - une autre histoire de france, 1996-2016","pascal blanchard, sonia dauger, david dietz",unknown,France,2017-03-15,2016,TV-MA,103 min,"This documentary charts 20 years of the French national soccer team, Les Bleus, whose ups and downs have mirrored those of French society.",2017,March,Documentaries,FRA
s7295,Movie,let there be light,john huston,walter huston,United States,2017-03-31,1946,TV-PG,58 min,Some returning combat veterans suffer scars that are more psychological than physical. This film follows patients and staff during their treatment.,2017,March,Classic Movies,USA
s7296,TV Show,leyla and mecnun,onur ünlü,"ali atay, melis birkan, serkan keskin, ahmet mümtaz taylan, cengiz bozkurt, osman sonant, köksal engür, ege tanman, i̇ştar gökseven",Turkey,2017-04-15,2014,TV-MA,3 Seasons,"Destiny brings Mecnun and Leyla together as newborns, and again years later. Despite unexpected turns in Mecnun's zany life, Leyla remains a constant.",2017,April,International TV Shows,TUR
s7297,Movie,lez bomb,jenna laurenzo,"jenna laurenzo, deirdre o'connell, brandon michael hall, kevin pollak, elaine hendrix, steve guttenberg, cloris leachman, bruce dern",United States,2019-02-07,2018,TV-14,90 min,A young woman's attempt to come out of the closet on Thanksgiving gets complicated when her male roommate shows up to her parents' home unannounced.,2019,February,Comedies,USA
s7298,TV Show,license to drill: louisiana,unknown,unknown,Canada,2019-10-02,2014,TV-PG,1 Season,"A crew of oil riggers work an off-season job and swap the blistering cold of their native Canada for sunny, Southern comfort in the Big Easy.",2019,October,Reality TV,CAN
s7299,Movie,life after beth,jeff baena,"aubrey plaza, dane dehaan, john c. reilly, molly shannon, cheryl hines, paul reiser, matthew gray gubler, anna kendrick, paul weitz",United States,2018-07-21,2014,R,89 min,"Following the death of his beloved girlfriend, Beth, Zach is first shattered and then overjoyed when she inexplicably comes back to life.",2018,July,Comedies,USA
s7300,Movie,life in the doghouse,ron davis,unknown,United States,2019-06-01,2018,TV-PG,83 min,"A couple operates a bustling dog rescue out of their own home, vowing to give a safe space to the neediest pups on the planet – 10,000 and counting.",2019,June,Documentaries,USA
s7301,TV Show,life on location,unknown,david attenborough,United States,2015-04-22,2009,TV-G,1 Season,"Members of the BBC's ""Life"" production crew go behind the scenes to explain just what it took to capture key sequences of the program.",2015,April,British TV Shows,USA
s7302,TV Show,life story,unknown,david attenborough,United Kingdom,2016-06-20,2014,TV-14,1 Season,This documentary series follows wild creatures in their native habitats as they navigate the perilous journey from birth to adulthood and beyond.,2016,June,British TV Shows,GBR
s7303,Movie,lifechanger,justin mcconnell,"lora burke, jack foley, bill oberst jr., elitsa bako, sam james white, rachel vanduzer, steve kasan",Canada,2019-05-28,2018,TV-MA,84 min,"A shapeshifter has to kill, then inhabit his victims, or die. But as his need for new bodies speeds up, he finally faces down his own mortality.",2019,May,Horror Movies,CAN
s7304,Movie,lifeline,johnnie to,"lau ching wan, alex fong, carman lee, ruby wong, raymond wong ho-yin, damian lau, lam suet, kenneth chan",Hong Kong,2018-08-16,1997,TV-14,104 min,Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.,2018,August,Action & Adventure,HKG
s7305,Movie,like arrows,kevin peeples,"micah lynn hanson, alan powell, elizabeth becka, garry nation, joseph callender, anisa nyell johnson, aowyn grace peoples, john jackson hunter, alex kendrick",United States,2019-05-06,2018,TV-PG,99 min,"Over 50 years of their lives, a couple enjoys the blessings and setbacks of parenting, and learns that God has to be at the center of their family.",2019,May,Dramas,USA
s7306,Movie,like water for chocolate,alfonso arau,"marco leonardi, lumi cavazos, regina torné, mario iván martínez, ada carrasco, yareli arizmendi, claudette maillé, pilar aranda",Mexico,2019-11-01,1992,R,105 min,"When Pedro marries her sister, Tita throws herself into her cooking – and discovers she can transfer her emotions through the food she prepares.",2019,November,Classic Movies,MEX
s7307,Movie,lila & eve,charles stone iii,"viola davis, jennifer lopez, andre royo, shea whigham, aml ameen, chris chalk, will brittain, michole briana white, julius tennon, gino vento, yolonda ross",United States,2016-02-06,2015,R,94 min,"After each of them loses a child to murder, two women who meet in a support group initiate their own investigation when the police are no help.",2016,February,Dramas,USA
s7308,TV Show,limmy's show!,unknown,"brian limond, debbie welsh, tom brogan, raymond mearns, kirstin mclean",United Kingdom,2019-10-01,2012,TV-MA,2 Seasons,"Scottish comic Brian ""Limmy"" Limond headlines this sketch series featuring him in various roles from a TV psychic to costumed adventurer ""Falconhoof.""",2019,October,British TV Shows,GBR
s7309,Movie,lincoln,steven spielberg,"daniel day-lewis, sally field, david strathairn, joseph gordon-levitt, james spader, hal holbrook, tommy lee jones, jackie earle haley, john hawkes, jared harris, joseph cross, tim blake nelson, david oyelowo, bruce mcgill",United States,2018-02-21,2012,PG-13,150 min,"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years.",2018,February,Dramas,USA
s7310,Movie,lion's heart,karim el sobky,"mohamed ramadan, hassan hosny, horeya farghaly, sayed rajab, aida reyad, omar mustafa metwally, riham ayman, mohsen mansour, afaf rashad, maher essam, sabry fawwaz, hamdy heykal, sabry abdel moniem",Egypt,2019-05-09,2013,TV-14,111 min,"Kidnapped as a child and raised in the circus, a young lion tamer’s tough side emerges when he gets entangled in an underworld murder mystery.",2019,May,Action & Adventure,EGY
